event_timestamp,tag_id,tag_name,tag_desc,tag_unit
06-05-2022 21:58:33,83531,L_R1SD_DS_GAP,R1 SCREW DOWN DRIVE SIDE GAP ,MM)
06-05-2022 21:58:33,83532,L_R1SD_WS_SPDREF,R1 SCREW DOWN WS SPD REF ,MPS)
06-05-2022 21:58:33,83532,L_R1SD_WS_SPDREF,R1 SCREW DOWN WS SPD REF ,MPS)
06-05-2022 21:58:33,83532,L_R1SD_WS_SPDREF,R1 SCREW DOWN WS SPD REF ,MPS)
06-05-2022 21:58:33,83532,L_R1SD_WS_SPDREF,R1 SCREW DOWN WS SPD REF ,MPS)
06-05-2022 21:58:33,83532,L_R1SD_WS_SPDREF,R1 SCREW DOWN WS SPD REF ,MPS)
06-05-2022 21:58:33,83532,L_R1SD_WS_SPDREF,R1 SCREW DOWN WS SPD REF ,MPS)
06-05-2022 21:58:33,83533,L_R1SD_DS_SPDREF,R1 SCREW DOWN DS SPD REF ,MPS)
06-05-2022 21:58:33,83533,L_R1SD_DS_SPDREF,R1 SCREW DOWN DS SPD REF ,MPS)
06-05-2022 21:58:33,83533,L_R1SD_DS_SPDREF,R1 SCREW DOWN DS SPD REF ,MPS)
06-05-2022 21:58:33,83533,L_R1SD_DS_SPDREF,R1 SCREW DOWN DS SPD REF ,MPS)
06-05-2022 21:58:33,83533,L_R1SD_DS_SPDREF,R1 SCREW DOWN DS SPD REF ,MPS)
06-05-2022 21:58:33,83533,L_R1SD_DS_SPDREF,R1 SCREW DOWN DS SPD REF ,MPS)
06-05-2022 21:58:33,83534,L_R1SDLS_SPDREF,R1 SCREW DOWN LOW SPEED REF ,MPS)
06-05-2022 21:58:33,83534,L_R1SDLS_SPDREF,R1 SCREW DOWN LOW SPEED REF ,MPS)
06-05-2022 21:58:33,83534,L_R1SDLS_SPDREF,R1 SCREW DOWN LOW SPEED REF ,MPS)
06-05-2022 21:58:33,83534,L_R1SDLS_SPDREF,R1 SCREW DOWN LOW SPEED REF ,MPS)
06-05-2022 21:58:33,83534,L_R1SDLS_SPDREF,R1 SCREW DOWN LOW SPEED REF ,MPS)
06-05-2022 21:58:33,83534,L_R1SDLS_SPDREF,R1 SCREW DOWN LOW SPEED REF ,MPS)
06-05-2022 21:58:33,83535,L_R1SD_WS_SPDFBK,R1 SCREW DOWN WS SPEED FBK ,MPS)
06-05-2022 21:58:33,83535,L_R1SD_WS_SPDFBK,R1 SCREW DOWN WS SPEED FBK ,MPS)
06-05-2022 21:58:33,83535,L_R1SD_WS_SPDFBK,R1 SCREW DOWN WS SPEED FBK ,MPS)
06-05-2022 21:58:33,83535,L_R1SD_WS_SPDFBK,R1 SCREW DOWN WS SPEED FBK ,MPS)
06-05-2022 21:58:33,83535,L_R1SD_WS_SPDFBK,R1 SCREW DOWN WS SPEED FBK ,MPS)
06-05-2022 21:58:33,83535,L_R1SD_WS_SPDFBK,R1 SCREW DOWN WS SPEED FBK ,MPS)
06-05-2022 21:58:33,83536,L_R1SD_DS_SPDFBK,R1 SCREW DOWN DS SPEED FBK ,MPS)
06-05-2022 21:58:33,83536,L_R1SD_DS_SPDFBK,R1 SCREW DOWN DS SPEED FBK ,MPS)
06-05-2022 21:58:33,83536,L_R1SD_DS_SPDFBK,R1 SCREW DOWN DS SPEED FBK ,MPS)
06-05-2022 21:58:33,83536,L_R1SD_DS_SPDFBK,R1 SCREW DOWN DS SPEED FBK ,MPS)
06-05-2022 21:58:33,83536,L_R1SD_DS_SPDFBK,R1 SCREW DOWN DS SPEED FBK ,MPS)
06-05-2022 21:58:33,83536,L_R1SD_DS_SPDFBK,R1 SCREW DOWN DS SPEED FBK ,MPS)
06-05-2022 21:58:33,83537,L_R1SDLS_SPDFBK,R1 SCREW DOWN LS SPEED FBK ,MPS)
06-05-2022 21:58:33,83537,L_R1SDLS_SPDFBK,R1 SCREW DOWN LS SPEED FBK ,MPS)
06-05-2022 21:58:33,83537,L_R1SDLS_SPDFBK,R1 SCREW DOWN LS SPEED FBK ,MPS)
06-05-2022 21:58:33,83537,L_R1SDLS_SPDFBK,R1 SCREW DOWN LS SPEED FBK ,MPS)
06-05-2022 21:58:33,83537,L_R1SDLS_SPDFBK,R1 SCREW DOWN LS SPEED FBK ,MPS)
06-05-2022 21:58:33,83537,L_R1SDLS_SPDFBK,R1 SCREW DOWN LS SPEED FBK ,MPS)
06-05-2022 21:58:33,83538,L_R1SD_WS_CUR,R1 SCREW DOWN WS CURRENT ,%)
06-05-2022 21:58:33,83538,L_R1SD_WS_CUR,R1 SCREW DOWN WS CURRENT ,%)
06-05-2022 21:58:33,83538,L_R1SD_WS_CUR,R1 SCREW DOWN WS CURRENT ,%)
06-05-2022 21:58:33,83538,L_R1SD_WS_CUR,R1 SCREW DOWN WS CURRENT ,%)
06-05-2022 21:58:33,83538,L_R1SD_WS_CUR,R1 SCREW DOWN WS CURRENT ,%)
06-05-2022 21:58:33,83538,L_R1SD_WS_CUR,R1 SCREW DOWN WS CURRENT ,%)
06-05-2022 21:58:33,83539,L_R1SD_DS_CUR,R1 SCREW DOWN DS CURRENT ,%)
06-05-2022 21:58:33,83539,L_R1SD_DS_CUR,R1 SCREW DOWN DS CURRENT ,%)
06-05-2022 21:58:33,83539,L_R1SD_DS_CUR,R1 SCREW DOWN DS CURRENT ,%)
06-05-2022 21:58:33,83539,L_R1SD_DS_CUR,R1 SCREW DOWN DS CURRENT ,%)
06-05-2022 21:58:33,83539,L_R1SD_DS_CUR,R1 SCREW DOWN DS CURRENT ,%)
06-05-2022 21:58:33,83539,L_R1SD_DS_CUR,R1 SCREW DOWN DS CURRENT ,%)
06-05-2022 21:58:33,83540,L_R1_CNT_PASS0,R1 CONTROL PASS ZERO,
06-05-2022 21:58:33,83540,L_R1_CNT_PASS0,R1 CONTROL PASS ZERO,
06-05-2022 21:58:33,83540,L_R1_CNT_PASS0,R1 CONTROL PASS ZERO,
06-05-2022 21:58:33,83540,L_R1_CNT_PASS0,R1 CONTROL PASS ZERO,
06-05-2022 21:58:33,83540,L_R1_CNT_PASS0,R1 CONTROL PASS ZERO,
06-05-2022 21:58:33,83540,L_R1_CNT_PASS0,R1 CONTROL PASS ZERO,
